"","date","observed_cumulative_cases","Cumulative_Resolved_Cases_by_Ep","observed_active_cases","observed_cumulative_deaths","observed_new_cases","observed_daily_average_cases","observed_new_episodes","observed_new_cases_community_outbreak","Daily_Cases_Linked_to_a_School_","observed_new_cases_institution_outbreak","observed_new_cases_sporadic","observed_new_ICU_p_acute_care","observed_census_ICU_p_acute_care","observed_census_ICU","Cumulative_Rate_for_0_9_Years__","Cumulative_Rate_for_10_19_Years","Cumulative_Rate_for_20_29_Years","Cumulative_Rate_for_30_39_Years","Cumulative_Rate_for_40_49_Years","Cumulative_Rate_for_50_59_Years","Cumulative_Rate_for_60_69_Years","Cumulative_Rate_for_70_79_Years","Cumulative_Rate_for_80_89_Years","Cumulative_Rate_for_90_Years_an","Cumulative_Rate_for_Males__per_","Cumulative_Rate_for_Females__pe","Source_of_Infection_is_a_Close_","Source_of_Infection_is_an_Outbr","Source_of_Infection_is_Travel_b","Number_of_Cases_with_Missing_In","Number_of_Cases_with_No_Known_E","F__No_Known_Epidemiological_Lin","ObjectId","observed_census_acute_care","observed_new_deaths","cumulative_hosp","observed_new_community_cases","num_non_ltch_tests","non_ltch_pct_positivity","7-Day_Average_of_%_Positivity,_Excluding_LTCH","num_ltch_tests","ltch_pct_positivity","7-Day_Average_of_LTCH_%_Positivity","observed_pct_positivity","pct_positivity_7_day","adjusted_new_episodes","adjusted_active_cases","adjusted_episode_cases"
"83",2020-05-22,1909,"1374",303,"232","7","16.7",7,0,0,3,4,1,35,1,"24.4","44.6","139.2","160.9","187.8","189.6",135.8,"236.2","762","2249.2","150.4",214.5,2,3,0,0,2,"11.374407582938389",154,34,4,250,4,615,0.000227642276422764,0.0381668323733823,42,0,0.164428443001915,0.0213089802130898,0.0449435490458719,7.00180241412584,303.136532870032,7
"84",2020-05-23,1918,"1384",299,"235","6","14.9",9,1,0,3,5,1,34,0,"24.4","44.6","140.5","161.5","189.3","191",136.4,"236.2","765","2249.2","150.8",215.8,3,4,0,0,2,"12.315270935960591",155,34,3,251,6,569,7.0298769771529e-05,0.0325669990183631,31,0.000967741935483871,0.133140545839654,0.0116666666666667,0.038304567872007,9.00148023260085,299.073764924609,9
"85",2020-05-24,1928,"1396",296,"236","8","13.9",10,0,0,3,7,1,35,1,"24.4","45.4","141.1","161.5","190.8","191.7",136.4,"240.3","771.1","2249.2","151.8",216.8,5,3,0,1,1,"11.940298507462686",156,34,1,252,7,590,0.00023728813559322,0.0284018844718926,33,0.00121212121212121,0.128717432720889,0.0288924558587479,0.0334648383131763,10.0042767555081,296.180845661484,10
"86",2020-05-25,1943,"1412",292,"239","6","11.1",15,1,0,7,7,0,34,1,"25.4","47.1","144.2","164.2","190.8","191.7",136.4,"241.6","774.1","2260.8","152.2",219.2,6,8,0,0,1,"11.224489795918368",157,33,3,252,8,1644,0.000103406326034063,0.0225359935353966,60,0.001,0.0858602898637461,0.0134976525821596,0.0258267478657298,15.0022833903299,292.083343747043,15
"87",2020-05-26,1949,"1424",283,"242","16","10.1",6,0,0,2,4,1,34,1,"25.4","47.1","144.2","164.9","191.5","192.4",138.2,"241.6","774.1","2260.8","152.7",219.8,2,2,1,0,1,"12.290502793296088",158,33,3,253,4,1765,7.93201133144476e-05,0.0175948972914073,36,0.00111111111111111,0.0889782036959456,0.00999444752915047,0.0206388552138056,6.00084537754629,283.0598104614,6
"88",2020-05-27,1954,"1455",257,"242","8","8.9",5,0,0,1,4,1,32,1,"26.3","47.1","144.2","164.9","192.3","193.2",138.8,"241.6","777.1","2260.8","152.9",220.5,2,1,0,0,2,"13.496932515337424",159,31,0,254,4,1503,8.64936793080506e-05,0.0148033911416325,43,0.000465116279069767,0.0822298648255137,0.00970245795601552,0.017573281623548,5.00082067968999,257.052728670082,5
"89",2020-05-28,1958,"1482",233,"243","4","7.9",4,0,0,2,2,1,30,1,"26.3","47.1","145.5","164.9","193.7","193.2",138.8,"241.6","777.1","2260.8","153.3",220.9,1,3,0,0,0,"12.418300653594772",160,29,1,255,2,1366,0.000153733528550512,0.0136883261284941,34,0.000882352941176471,0.0805491925566062,0.0171428571428571,0.0160293597069553,4.00072501188613,233.084463884734,4
"90",2020-05-29,1965,"1495",224,"246","7","7.9",7,0,0,3,4,2,31,1,"26.3","47.1","146.1","166.3","194.5","193.9",138.8,"243","780.2","2260.8","154.1",221.5,3,3,0,0,1,"14.285714285714285",161,30,3,257,4,1050,0.000161904761904762,0.0127492187782369,34,0.000294117647058824,0.0847508732288751,0.0166051660516605,0.0153573862553225,7.00140454332184,224.078654426023,7
"91",2020-05-30,1968,"1514",207,"247","15","9.1",3,1,0,1,1,0,31,1,"26.3","47.1","147.3","166.3","194.5","194.6",138.8,"243","780.2","2260.8","154.1",222.1,0,2,0,0,1,"14.173228346456693",162,30,1,257,2,578,0.000173010380622837,0.0142165275046842,36,0.000555555555555556,0.0788624963727563,0.019543973941368,0.0164827158659942,3.00082656078223,207.085549040961,3
"92",2020-05-31,1972,"1532",192,"248","10","9.4",4,0,0,1,3,3,34,1,"27.3","47.1","147.3","166.9","195.2","194.6",138.8,"243","780.2","2272.5","154.3",222.6,2,1,0,0,1,"15",163,33,1,260,3,592,0.000118243243243243,0.0125158861853988,29,0,0.061546479056739,0.0112721417069243,0.0139655281300194,4.00071508821297,192.04576564563,4
"93",2020-06-01,1983,"1551",183,"249","5","9.3",11,0,0,5,6,2,33,1,"27.3","47.9","148.6","168.3","195.2","194.6",138.8,"243","795.4","2284.1","155.5",223.6,5,5,0,0,1,"14.655172413793101",164,32,1,262,6,1281,0.000179547228727557,0.0136036133667344,161,0.000372670807453416,0.0525846334489306,0.0201109570041609,0.014910285904591,11.0025516195021,183.077824394816,11
"94",2020-06-02,1986,"1571",165,"250","8","8.1",3,0,0,1,2,0,28,1,"27.3","47.9","148.6","169.6","196","194.6",138.8,"243","795.4","2284.1","155.7",223.9,1,1,0,0,1,"16.822429906542055",165,27,1,262,2,1310,9.16030534351145e-05,0.0137790839398868,130,0.000153846153846154,0.038909419773717,0.00972222222222222,0.0148713965750298,3.00041117572246,165.033921997103,3
"95",2020-06-03,1996,"1591",155,"250","8","8.1",10,0,0,7,3,0,23,1,"27.3","47.9","149.2","170.3","196","195.3",140,"243","804.5","2307.4","156.6",224.9,1,7,0,0,2,"17.647058823529413",166,22,0,262,3,1600,9.375e-05,0.0138827456640575,120,0.00075,0.0429791872155774,0.013953488372093,0.0154786866344694,10.0008851889307,155.045734761421,10
"96",2020-06-04,2003,"1606",144,"253","8","8.7",7,0,0,2,5,0,20,0,"27.3","50.5","149.8","171","196.7","195.3",140,"243","804.5","2319.1","157.6",225.3,2,2,0,0,3,"18.811881188118811",167,20,3,262,5,1356,0.000110619469026549,0.0132668305280009,110,0.000272727272727273,0.0342702490948746,0.0122783083219646,0.0147837510886277,7.0012981965901,144.037388061795,7
"97",2020-06-05,2007,"1617",135,"255","15","9.9",4,0,0,1,3,1,21,0,"27.3","50.5","150.5","171","196.7","196.7",140,"243","807.5","2319.1","158.2",225.4,2,1,0,0,1,"18.367346938775512",168,21,2,263,3,1337,3.7397157816006e-05,0.0114881504695901,26,0.000384615384615385,0.0355630739171112,0.00440205429200294,0.0130404494086766,4.00027925989744,135.012566695385,4
"98",2020-06-06,2010,"1628",127,"255","2","8",3,0,0,0,3,0,21,0,"27.3","50.5","150.5","171.6","196.7","198.1",140,"243","807.5","2319.1","158.4",225.8,2,1,0,0,0,"17.391304347826086",169,21,0,263,3,798,5.0125313283208e-05,0.00973264950759539,159,0.000125786163522013,0.0294235111737749,0.00626959247648903,0.0111441091994081,3.00039773379333,127.016837397251,3
"99",2020-06-07,2011,"1638",117,"256","4","7.1",1,0,0,0,1,0,20,0,"27.3","50.5","150.5","172.3","196.7","198.1",140,"243","807.5","2319.1","158.6",225.8,0,0,0,0,1,"19.277108433734941",170,20,1,263,1,729,8.23045267489712e-05,0.00921923927196293,16,0.000625,0.0383520826023463,0.00939597315436242,0.0108760851204707,1.00019868893971,117.023246605946,1
"100",2020-06-08,2014,"1649",109,"256","0","6.4",3,0,0,0,3,0,19,0,"27.3","50.5","150.5","172.3","198.2","198.1",140.6,"243","807.5","2319.1","159",226,2,0,1,0,0,"21.12676056338028",171,19,0,263,3,1301,5.380476556495e-05,0.00742291836963998,26,0.000769230769230769,0.0440172249134513,0.00678221552373775,0.00897197919469599,3.00043025385104,109.015632556588,3
"101",2020-06-09,2024,"1661",106,"257","3","5.7",10,0,0,3,7,0,18,0,"28.2","50.5","153.6","173.7","198.2","198.8",141.2,"243","807.5","2319.1","160.5",226.4,3,3,0,0,4,"24",172,18,1,263,7,1747,5.15168860904408e-05,0.00685025883614464,26,0,0.0418194227156491,0.0050761421319797,0.00830825346751849,10.000751387107,106.011378147621,10
"102",2020-06-10,2034,"1673",104,"257","7","5.6",10,0,0,4,6,0,17,0,"28.2","50.5","155.5","175","198.9","200.9",141.8,"243","807.5","2319.1","161.7",227.1,5,4,0,0,1,"21.25",173,17,0,263,6,1819,6.59703133589885e-05,0.00645340616984447,27,0.000740740740740741,0.041687147583374,0.00758396533044421,0.0073983216044258,10.0009622313765,104.016678677193,10
"103",2020-06-11,2041,"1680",103,"258","5","5.1",7,0,0,2,5,0,16,0,"29.2","50.5","156.1","175.7","198.9","202.3",141.8,"244.3","807.5","2330.7","162.5",227.7,3,2,0,0,2,"22.891566265060241",174,16,1,263,5,1557,0.000102761721258831,0.00634115263030565,55,0.000545454545454545,0.0455832514794779,0.0117866004962779,0.00732807762932771,7.00124620787912,103.02567188231,7
"104",2020-06-12,2045,"1681",106,"258","10","4.4",4,0,0,2,2,0,16,0,"29.2","50.5","156.7","175.7","199.7","203.7",141.8,"244.3","807.5","2330.7","162.5",228.5,1,2,0,0,1,"23.75",175,16,0,263,2,1453,2.75292498279422e-05,0.00620018251619045,18,0.000555555555555556,0.0480252539214803,0.00339904826648539,0.00718479105425377,4.00014375377303,106.00761894997,4
"105",2020-06-13,2048,"1686",104,"258","6","5",3,0,0,3,0,0,16,0,"29.2","50.5","156.7","176.3","201.1","203.7",141.8,"244.3","807.5","2330.7","162.7",228.8,0,3,0,0,0,"22.5",176,16,0,263,0,604,1.65562913907285e-05,0.0057206250605836,50,0,0.0462283087283087,0.00152905198776759,0.00650757098443642,3,104.003362695292,3
"106",2020-06-14,2051,"1692",101,"258","1","4.6",3,0,0,1,2,0,16,0,"29.2","50.5","156.7","176.3","201.1","205.1",142.4,"244.3","807.5","2330.7","163.1",229,0,1,1,0,1,"22.784810126582279",177,16,0,263,2,654,7.64525993883792e-05,0.00563702609828943,24,0.000416666666666667,0.0432521182521182,0.00884955752212389,0.00642951160840235,3.00037426867278,101.018900567975,3
"107",2020-06-15,2056,"1699",99,"258","2","4.9",5,0,0,2,3,0,14,0,"30.1","50.5","157.3","176.3","203.4","205.1",142.4,"244.3","807.5","2330.7","163.5",229.6,2,3,0,0,0,"23.287671232876711",178,14,0,263,3,1409,2.8388928317956e-05,0.00527394270904666,22,0.000454545454545455,0.0387566137566138,0.00349406009783368,0.00595977511898748,5.00022165807141,99.0073147163564,5
"108",2020-06-16,2060,"1704",98,"258","3","4.9",4,0,0,1,3,1,14,0,"30.1","51.3","157.3","177.7","203.4","205.1",143,"244.3","807.5","2330.7","163.9",230,1,1,1,0,1,"22.972972972972975",179,14,0,264,3,1647,7.28597449908925e-05,0.00557884069333883,23,0,0.0387566137566138,0.00718562874251496,0.00626113034906395,4.00045584579667,98.0148909626911,4
"109",2020-06-17,2063,"1717",88,"258","8","5",3,0,0,0,3,1,6,1,"30.1","51.3","159.2","177.7","203.4","205.1",143,"244.3","807.5","2330.7","164.1",230.3,2,0,1,0,0,"22.388059701492537",180,5,0,265,3,1645,5.47112462006079e-05,0.00541799687679053,146,6.84931506849315e-05,0.0291530767558165,0.00558347292015634,0.00597534571902282,3.00035420737039,88.0103900828647,3
"110",2020-06-18,2065,"1733",74,"258","2","4.6",2,0,0,0,2,0,6,1,"30.1","51.3","159.2","179","203.4","205.1",143,"244.3","807.5","2330.7","164.3",230.5,0,0,0,0,2,"22.58064516129032",181,5,0,265,2,1919,2.08441896821261e-05,0.00424774642569475,51,0.000196078431372549,0.024161989411788,0.00253807106598985,0.00465412722898167,2.00010734101529,74.0039716175657,2
"111",2020-06-19,2068,"1738",72,"258","5","3.9",3,0,0,0,3,0,5,1,"30.1","51.3","160.5","179.7","203.4","205.1",143,"244.3","807.5","2330.7","164.4",230.9,2,0,0,0,1,"22.950819672131146",182,4,0,265,3,1709,5.85137507314219e-06,0.00393806250062618,138,7.2463768115942e-05,0.0172606781626506,0.00108283703302653,0.00432323990991612,3.00006869360047,72.0016486464113,3
"112",2020-06-20,2074,"1743",73,"258","1","3.1",6,0,0,0,6,1,5,1,"30.1","52.2","162.3","179.7","203.4","205.8",143,"245.7","807.5","2330.7","165.4",231.1,4,0,0,0,2,"25",183,4,0,266,6,710,8.45070422535211e-05,0.00490878751295179,42,0,0.0172606781626506,0.00797872340425532,0.00524462154084294,6.00101231712824,73.0123165250602,6
"113",2020-06-21,2080,"1745",77,"258","1","3.1",6,0,0,0,6,0,4,1,"30.1","54.7","162.3","180.4","203.4","207.2",143,"245.7","807.5","2330.7","166",231.7,4,0,0,0,2,"24.637681159420293",184,3,0,266,6,721,6.93481276005548e-05,0.00480729505884001,15,0,0.0113082972102697,0.00679347826086957,0.00495089593209232,6.00086193668528,77.0110615207944,6
"114",2020-06-22,2082,"1747",76,"259","6","3.7",2,0,0,1,1,0,1,1,"30.1","54.7","163","181.1","203.4","207.2",143,"245.7","807.5","2330.7","166.2",231.9,0,1,0,0,1,"26.47058823529412",185,0,1,266,1,1617,3.71057513914657e-05,0.00493182110274729,34,0,0.00481479071676318,0.00363416111447608,0.00497091036304123,2.00007684862512,76.0058404955091,2
"115",2020-06-23,2091,"1751",81,"259","4","3.9",9,0,0,0,9,0,1,1,"30.1","55.5","164.2","182.4","204.8","207.2",143,"247","810.5","2330.7","167.4",232.4,2,0,1,0,6,"29.850746268656714",186,0,0,266,9,2202,3.6330608537693e-05,0.00440997629627301,39,0.000256410256410256,0.00847779437976684,0.00401606425702811,0.00451811543654311,9.00076431975947,81.0068788778353,9
"116",2020-06-24,2093,"1758",75,"260","3","3.1",2,0,0,0,2,1,2,1,"30.1","55.5","164.8","182.4","205.6","207.2",143,"247","810.5","2330.7","167.8",232.4,2,0,0,0,0,"32.20338983050847",187,1,1,267,2,1953,1.53609831029186e-05,0.00384782968059174,23,0.000434782608695652,0.0137105009227771,0.00202429149797571,0.00400966094766017,2.00008561206483,75.003210452431,2
"117",2020-06-25,2099,"1766",73,"260","6","3.7",6,0,0,0,6,0,2,1,"31","56.4","165.4","183.8","206.3","207.2",143,"247","810.5","2330.7","168",233.4,2,0,1,0,3,"34.482758620689658",188,1,0,267,6,2028,2.9585798816568e-05,0.00397270981108376,17,0.00117647058823529,0.0277161031636735,0.00391198044009779,0.00420593371538987,6.00049634065554,73.0060388113091,6
"118",2020-06-26,2103,"1776",67,"260","6","3.9",4,0,0,0,4,0,2,1,"31","56.4","166.1","185.1","206.3","208",143,"247","810.5","2330.7","168.2",233.9,2,0,0,0,2,"36.206896551724135",189,1,0,267,4,1770,1.12994350282486e-05,0.00405053923901385,19,0,0.0266809064763029,0.00111794298490777,0.00421094885137291,4.00009456089441,67.0015838949813,4
"119",2020-06-27,2106,"1777",69,"260","3","4.1",3,0,0,0,3,0,1,1,"31","56.4","167.3","185.8","206.3","208",143,"247","810.5","2330.7","168.4",234.3,1,0,0,0,2,"39.6551724137931",190,0,0,267,3,698,4.29799426934097e-05,0.00345729495958369,9,0,0.0266809064763029,0.00424328147100424,0.0036773142894799,3.00026918758148,69.0061913143741,3
"120",2020-06-28,2108,"1780",68,"260","2","4.3",2,0,0,0,2,0,1,1,"31","57.2","167.3","185.8","206.3","208",143,"247","810.5","2342.4","168.4",234.7,1,0,0,0,1,"40.350877192982452",191,0,0,267,2,776,3.8659793814433e-05,0.00301889019121052,11,0,0.0266809064763029,0.00381194409148666,0.00325138083671091,2.00016121611191,68.0054813478049,2
"121",2020-06-29,2112,"1783",69,"260","1","3.6",4,0,0,0,4,2,3,1,"31","57.2","168.6","185.8","207.1","208.7",143,"247","810.5","2342.4","168.7",235.1,3,0,0,0,1,"42.857142857142854",192,2,0,269,4,1719,4.65386852821408e-05,0.00315364638964874,12,0,0.0266809064763029,0.00462160600808781,0.00339244439294116,4.00039091725037,69.0067433225688,4
"122",2020-06-30,2115,"1787",68,"260","10","4.4",3,0,0,0,3,0,3,1,"31","58","169.2","185.8","207.1","209.4",143,"247","810.5","2342.4","168.7",235.6,2,0,0,0,1,"43.636363636363633",193,2,0,269,3,1705,2.93255131964809e-05,0.00305357359906,13,0,0.0230179028132992,0.00291036088474971,0.00323448676832996,3.00018462904551,68.0041849250315,3
"123",2020-07-01,2117,"1790",67,"260","4","4.6",2,0,0,0,2,0,3,2,"31","58.9","169.2","185.8","207.1","210.1",143,"247","810.5","2342.4","168.7",236,2,0,0,0,0,"44.444444444444443",194,1,0,269,2,778,2.5706940874036e-05,0.00320137299579024,9,0,0.0168067226890756,0.00254129606099111,0.00330834456304644,2.00010747740794,67.003600493166,2
"124",2020-07-02,2123,"1797",66,"260","4","4.3",6,0,0,1,5,0,3,1,"31","59.7","171.1","186.4","207.1","210.1",143.6,"247","810.5","2342.4","169.3",236.6,3,1,0,0,2,"41.379310344827587",195,2,0,269,5,1507,4.6449900464499e-05,0.00344228873361783,20,0,0,0.0045841519318926,0.00340436906187427,6.00048468650977,66.006397861929,6
"125",2020-07-03,2131,"1797",74,"260","4","4",8,0,0,0,8,0,3,1,"31","60.6","172.9","187.1","208.5","210.1",143.6,"247","813.6","2342.4","170.5",236.9,4,0,0,0,4,"42.857142857142854",196,2,0,269,8,1569,3.82409177820268e-05,0.0038271670586718,12,0,0,0.00379506641366224,0.00378681526598205,8.00064200926033,74.005938585658,8
"126",2020-07-04,2135,"1800",75,"260","4","4.1",4,0,0,0,4,0,3,1,"31","60.6","173.6","187.8","209.3","210.1",143.6,"248.4","813.6","2342.4","170.9",237.3,0,0,1,0,3,"45.901639344262293",197,2,0,269,4,698,0,0.00321316787733738,15,0,0,0,0.00318063219869573,4,75,4
"127",2020-07-05,2137,"1805",72,"260","5","4.6",2,0,0,0,2,0,2,1,"31","60.6","174.2","187.8","210","210.1",143.6,"248.4","813.6","2342.4","170.9",237.7,1,0,0,0,1,"47.368421052631575",198,1,0,269,2,581,0,0.00266088510855976,17,0,0,0,0.00263606875705478,2,72,2
"128",2020-07-06,2143,"1811",72,"260","0","4.4",6,0,0,1,5,0,2,1,"32","62.2","175.4","187.8","210.8","210.1",143.6,"248.4","813.6","2342.4","171.5",238.3,2,1,0,0,3,"47.540983606557376",199,1,0,269,5,1580,3.79746835443038e-05,0.00253854222659066,28,0,0,0.00373134328358209,0.00250888836783968,6.00039451828381,72.0056810632868,6
"129",2020-07-07,2150,"1817",73,"260","6","3.9",7,0,0,1,6,0,1,1,"32","63.1","177.9","187.8","211.5","210.8",143.6,"248.4","813.6","2342.4","171.9",239.2,4,1,0,0,2,"42.3728813559322",200,0,0,269,6,2121,3.3003300330033e-05,0.00259108204278427,20,0,0,0.00326950023353573,0.00256019398909482,7.00041482464293,73.0050470331556,7
"130",2020-07-08,2163,"1824",79,"260","5","4",13,0,0,1,12,0,1,1,"34.8","63.1","179.2","188.5","213","212.9",144.2,"249.7","813.6","2342.4","173.4",240.1,6,2,0,0,5,"42.857142857142854",201,0,0,269,12,1897,3.16288877174486e-05,0.00267568128340445,30,0,0,0.00311364815775817,0.00264195857434726,13.0007901011733,79.0052014993906,13
"131",2020-07-09,2171,"1828",83,"260","5","4.1",8,0,0,0,8,1,2,0,"34.8","63.9","180.4","189.8","213","215",144.2,"249.7","813.6","2342.4","174.4",240.7,6,0,0,0,2,"40.277777777777779",101,2,0,270,8,1788,7.27069351230425e-05,0.0030507817785265,13,0.000769230769230769,0.010989010989011,0.00777345918933925,0.00309757389683964,8.00131503173867,83.0136434542887,8
"132",2020-07-10,2187,"1831",96,"260","12","5.3",16,0,0,0,16,0,2,0,"34.8","64.8","182.3","193.8","213","217.1",145.4,"251.1","813.6","2342.4","175.4",242.8,10,0,0,0,6,"39.285714285714285",102,2,0,270,16,1478,7.4424898511502e-05,0.00356769578894757,14,0,0.010989010989011,0.00737265415549597,0.00360865785995875,16.002494455551,96.0149667333061,16
"133",2020-07-11,2194,"1833",101,"260","7","5.7",7,0,0,0,7,1,2,1,"34.8","66.5","182.3","195.2","213.7","218.5",145.4,"251.1","813.6","2342.4","176",243.5,4,0,0,0,3,"38.636363636363633",103,1,0,271,7,885,9.03954802259887e-05,0.00485905979217598,20,0,0.010989010989011,0.00883977900552486,0.00487148343217658,7.00130849290683,101.01887968337,7
"134",2020-07-12,2217,"1836",121,"260","9","6.3",23,0,0,2,21,1,3,1,"36.7","67.3","189.2","196.5","215.2","220.6",146,"252.4","813.6","2342.4","177.5",246.4,15,2,0,0,6,"35.779816513761467",104,2,0,272,21,677,4.43131462333826e-05,0.00549210473836716,77,0,0.010989010989011,0.00397877984084881,0.00543988055229784,23.0017668558896,121.010180455364,23
"135",2020-07-13,2240,"1841",139,"260","6","7.1",23,0,0,2,21,0,3,0,"36.7","68.1","196.7","198.6","216.7","222.1",147.8,"252.4","813.6","2342.4","178.9",249.4,15,2,1,0,5,"33.59375",105,3,0,272,21,2091,8.60832137733142e-05,0.00617936945592445,105,0,0.010989010989011,0.00819672131147541,0.00607779169913975,23.0036399162316,139.024092778866,23
"136",2020-07-14,2259,"1850",149,"260","4","6.9",19,0,0,2,17,1,4,0,"38.6","69.8","201","199.2","219.6","222.8",148.4,"253.8","813.6","2342.4","181.8",250.1,10,2,1,0,6,"33.333333333333329",106,4,0,273,17,2102,3.80589914367269e-05,0.00625159361459151,18,0,0.010989010989011,0.00377358490566037,0.00614980379515755,19.001356547397,149.01188973895,19
"137",2020-07-15,2280,"1852",168,"260","15","8.3",21,0,0,0,21,1,5,0,"39.5","72.3","206.7","200.6","221.8","224.9",148.4,"253.8","813.6","2342.4","183",253,13,0,0,1,7,"33.742331288343557",107,5,0,274,21,2220,6.75675675675676e-05,0.00676500332673606,12,0.000833333333333333,0.0228937728937729,0.00716845878136201,0.00672906245567239,21.0031832959158,168.025466367326,21
"138",2020-07-16,2302,"1856",186,"260","7","8.6",22,0,0,1,21,0,5,0,"41.4","74","210.4","201.3","224.8","229.1",148.4,"253.8","816.6","2342.4","184",256.2,14,1,0,0,7,"33.5195530726257",108,5,0,274,21,2553,7.83392087739914e-05,0.00684546437889248,21,0,0.0119047619047619,0.00777000777000777,0.00672856939576789,22.003450425643,186.030560912838,22
"139",2020-07-17,2332,"1859",213,"260","17","9.3",30,0,1,0,29,0,5,1,"45.1","79.9","215.4","201.9","227","232.6",148.4,"255.1","819.6","2342.4","185.1",260.7,15,3,1,0,11,"33.333333333333329",109,4,0,274,29,1949,0.000200102616726526,0.00864086035339283,50,0,0.0119047619047619,0.0195097548774387,0.00846244092747399,29.0119641468703,213.087874595978,30
"140",2020-07-18,2358,"1866",232,"260","16","10.6",26,0,2,0,24,2,6,1,"45.1","85.8","217.9","206","231.5","234",149,"255.1","819.6","2342.4","187.7",263.1,20,2,0,0,4,"30.493273542600896",110,5,0,276,24,1152,0.000190972222222222,0.010077670953339,22,0,0.0119047619047619,0.0187393526405451,0.00987666573247688,24.0095103773819,232.091933648025,26
"141",2020-07-19,2376,"1866",250,"260","28","13.3",18,0,0,0,18,0,6,1,"45.1","89.2","222.9","208","232.9","234.7",149,"255.1","819.6","2342.4","189.2",265,12,0,2,0,4,"29.707112970711297",111,5,0,276,18,913,0.000153340635268346,0.0116352065109814,21,0,0.0119047619047619,0.0149892933618844,0.011449596235482,18.0057053933223,250.079241573921,18
"142",2020-07-20,2406,"1871",275,"260","47","19.1",30,0,3,0,27,2,8,3,"48.9","93.4","227.3","209.3","238.9","236.2",150.2,"255.1","819.6","2342.4","190.6",269.4,16,3,1,0,10,"29.657794676806081",112,5,0,278,27,1864,0.000139484978540773,0.0123980888648022,49,0.000204081632653061,0.0148202137998056,0.0141139571353895,0.0122949156388983,27.0080583195132,275.082075476524,30
"143",2020-07-21,2430,"1876",294,"260","23","21.9",24,0,1,0,23,0,8,3,"50.8","97.6","231.6","211.3","241.8","237.6",150.8,"255.1","819.6","2342.4","192.7",271.8,17,1,1,0,5,"28.928571428571431",113,5,0,278,23,2423,0.000132067684688403,0.013741070196969,24,0,0.0148202137998056,0.0130772374335922,0.0136240088571742,23.0063602731871,294.081300883348,24
"144",2020-07-22,2457,"1883",314,"260","13","21.6",27,0,3,1,23,2,9,3,"56.4","100.9","235.4","214.7","243.3","239",152,"255.1","819.6","2342.4","194.7",275,17,4,0,0,6,"27.89115646258503",114,6,0,280,23,2950,7.79661016949153e-05,0.0138896206845025,22,0,0.00291545189504373,0.00773889636608345,0.0137054999407059,24.0037639062,314.051385502035,27
"145",2020-07-23,2476,"1894",322,"260","29","24.7",19,0,1,1,17,1,10,3,"58.3","103.5","237.9","218.1","243.3","241.1",153.2,"255.1","819.6","2342.4","196.8",276.5,10,2,1,0,6,"28.196721311475407",115,7,0,281,17,2333,0.000102871838834119,0.0142400868282186,147,0,0.00291545189504373,0.00967741935483869,0.0139779873099674,18.0034788876794,322.065894225457,19
"146",2020-07-24,2499,"1902",337,"260","34","27.1",23,0,4,1,18,0,7,3,"61.1","109.4","241","220.8","244.8","241.1",154.4,"255.1","819.6","2342.4","198",279.7,15,5,0,0,3,"26.602564102564102",116,4,0,281,18,2160,0.00012962962962963,0.0132333298696915,19,0,0.00291545189504373,0.0128499311610831,0.0130265839219166,19.0048910852346,337.091571984669,23
"147",2020-07-25,2511,"1915",336,"260","26","28.6",12,0,1,1,10,0,7,3,"63.9","109.4","242.9","221.4","246.3","243.2",154.4,"255.1","819.6","2342.4","199.4",280.7,5,3,0,0,4,"26.498422712933756",117,4,0,281,10,1037,0.000154291224686596,0.0127093156191826,25,0,0.00291545189504373,0.0150659133709981,0.0125018068834099,11.0031858651619,336.10704506944,12
"148",2020-07-26,2518,"1920",338,"260","21","27.6",7,0,1,0,6,2,9,4,"64.9","110.2","242.9","222.1","247","243.2",156.2,"255.1","819.6","2342.4","200",281.4,3,1,1,0,2,"26.578073089701",118,5,0,283,6,954,7.33752620545073e-05,0.0115669531446992,12,0,0.00291545189504373,0.0072463768115942,0.0113956759476542,6.00091939913096,338.051792817711,7
"149",2020-07-27,2533,"1932",340,"261","22","24",15,0,1,1,13,1,9,4,"64.9","110.2","247.9","223.5","247","243.9",157.4,"256.5","822.7","2342.4","201.3",282.9,7,2,2,0,4,"26.962457337883961",119,5,1,284,13,2408,7.89036544850498e-05,0.0107015056581889,23,0,0,0.00781571369806664,0.0104959268851795,14.0021485423542,340.056192646186,15
